Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source,
626,Timor-Leste,2015,Urban population (percent),,,29.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
626,Timor-Leste,2015,Urban population (percent growth rate per annum),,,3.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
626,Timor-Leste,2015,Rural population (percent growth rate per annum),,,1.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
626,Timor-Leste,2018,Urban population (percent),,,30.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
626,Timor-Leste,2018,Capital city population (thousands),Dili,,281,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2005,Urban population (percent),,,35.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2005,Urban population (percent growth rate per annum),,,4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2005,Rural population (percent growth rate per annum),,,2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2005,Capital city population (thousands),Lom�,,1315,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2005,Capital city population (as a percentage of total population),Lom�,,23.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2005,Capital city population (as a percentage of total urban population),Lom�,,65.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2010,Urban population (percent),,,37.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2010,Urban population (percent growth rate per annum),,,4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2010,Rural population (percent growth rate per annum),,,2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2010,Capital city population (thousands),Lom�,,1466,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2010,Capital city population (as a percentage of total population),Lom�,,22.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2010,Capital city population (as a percentage of total urban population),Lom�,,60.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2015,Urban population (percent),,,40.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2015,Urban population (percent growth rate per annum),,,4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2015,Rural population (percent growth rate per annum),,,1.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2015,Capital city population (thousands),Lom�,,1635,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2015,Capital city population (as a percentage of total population),Lom�,,22,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2015,Capital city population (as a percentage of total urban population),Lom�,,55,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2018,Urban population (percent),,,41.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
768,Togo,2018,Capital city population (thousands),Lom�,,1746,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2005,Urban population (percent),,,0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2005,Urban population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2005,Rural population (percent growth rate per annum),,,-5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2010,Urban population (percent),,,0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2010,Urban population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2010,Rural population (percent growth rate per annum),,,-1.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2015,Urban population (percent),,,0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2015,Urban population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2015,Rural population (percent growth rate per annum),,,1.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
772,Tokelau,2018,Urban population (percent),,,0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2005,Urban population (percent),,,23.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2005,Urban population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2005,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2010,Urban population (percent),,,23.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2010,Urban population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2010,Rural population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2015,Urban population (percent),,,23.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2015,Urban population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2015,Rural population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2018,Urban population (percent),,,23.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
776,Tonga,2018,Capital city population (thousands),Nuku'alofa,,23,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2005,Urban population (percent),,,55,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2005,Urban population (percent growth rate per annum),,,0.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2005,Rural population (percent growth rate per annum),,,0.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2005,Capital city population (thousands),Port of Spain,,547,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2005,Capital city population (as a percentage of total population),Port of Spain,,42.2,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2005,Capital city population (as a percentage of total urban population),Port of Spain,,76.8,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2010,Urban population (percent),,,54,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2010,Urban population (percent growth rate per annum),,,0.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2010,Rural population (percent growth rate per annum),,,0.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2010,Capital city population (thousands),Port of Spain,,546,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2010,Capital city population (as a percentage of total population),Port of Spain,,41.1,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2010,Capital city population (as a percentage of total urban population),Port of Spain,,76.1,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2015,Urban population (percent),,,53.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2015,Urban population (percent growth rate per annum),,,0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2015,Rural population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2015,Capital city population (thousands),Port of Spain,,545,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2015,Capital city population (as a percentage of total population),Port of Spain,,40.1,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2015,Capital city population (as a percentage of total urban population),Port of Spain,,75.2,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2018,Urban population (percent),,,53.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
780,Trinidad and Tobago,2018,Capital city population (thousands),Port of Spain,,544,Data refers to the urban agglomeration.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2005,Urban population (percent),,,65.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2005,Urban population (percent growth rate per annum),,,1.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2005,Rural population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2005,Capital city population (thousands),Tunis,,1859,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2005,Capital city population (as a percentage of total population),Tunis,,18.4,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2005,Capital city population (as a percentage of total urban population),Tunis,,28.2,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2010,Urban population (percent),,,66.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2010,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2010,Rural population (percent growth rate per annum),,,0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2010,Capital city population (thousands),Tunis,,2014,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2010,Capital city population (as a percentage of total population),Tunis,,18.9,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2010,Capital city population (as a percentage of total urban population),Tunis,,28.4,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2015,Urban population (percent),,,68.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2015,Urban population (percent growth rate per annum),,,1.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2015,Rural population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2015,Capital city population (thousands),Tunis,,2183,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2015,Capital city population (as a percentage of total population),Tunis,,19.4,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2015,Capital city population (as a percentage of total urban population),Tunis,,28.5,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2018,Urban population (percent),,,68.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
788,Tunisia,2018,Capital city population (thousands),Tunis,,2291,Refers to Grand Tunis.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2005,Urban population (percent),,,67.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2005,Urban population (percent growth rate per annum),,,2.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2005,Rural population (percent growth rate per annum),,,-0.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2005,Capital city population (thousands),Ankara,,3638,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2005,Capital city population (as a percentage of total population),Ankara,,5.4,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2005,Capital city population (as a percentage of total urban population),Ankara,,7.9,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2010,Urban population (percent),,,70.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2010,Urban population (percent growth rate per annum),,,2.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2010,Rural population (percent growth rate per annum),,,-0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2010,Capital city population (thousands),Ankara,,4166,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2010,Capital city population (as a percentage of total population),Ankara,,5.8,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2010,Capital city population (as a percentage of total urban population),Ankara,,8.1,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2015,Urban population (percent),,,73.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2015,Urban population (percent growth rate per annum),,,2.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2015,Rural population (percent growth rate per annum),,,-0.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2015,Capital city population (thousands),Ankara,,4633,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2015,Capital city population (as a percentage of total population),Ankara,,5.9,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2015,Capital city population (as a percentage of total urban population),Ankara,,8,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2018,Urban population (percent),,,75.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
792,Turkey,2018,Capital city population (thousands),Ankara,,4919,"Refers to Altindag, Cankaya, Etimesgut, Golbasi, Ke�ioren, Mamak, Sincan and Yenimahalle.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2005,Urban population (percent),,,47.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2005,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2005,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2005,Capital city population (thousands),Ashgabat,,592,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2005,Capital city population (as a percentage of total population),Ashgabat,,12.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2005,Capital city population (as a percentage of total urban population),Ashgabat,,26.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2010,Urban population (percent),,,48.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2010,Urban population (percent growth rate per annum),,,2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2010,Rural population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2010,Capital city population (thousands),Ashgabat,,668,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2010,Capital city population (as a percentage of total population),Ashgabat,,13.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2010,Capital city population (as a percentage of total urban population),Ashgabat,,27.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2015,Urban population (percent),,,50.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2015,Urban population (percent growth rate per annum),,,2.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2015,Rural population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2015,Capital city population (thousands),Ashgabat,,753,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2015,Capital city population (as a percentage of total population),Ashgabat,,13.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2015,Capital city population (as a percentage of total urban population),Ashgabat,,26.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2018,Urban population (percent),,,51.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
795,Turkmenistan,2018,Capital city population (thousands),Ashgabat,,810,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2001,Urban population (percent),,,85.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2001,Capital city population (thousands),Cockburn Town,,0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2005,Urban population (percent),,,87.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2005,Urban population (percent growth rate per annum),,,7.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2005,Rural population (percent growth rate per annum),,,2.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2010,Urban population (percent),,,90.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2010,Urban population (percent growth rate per annum),,,3.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2010,Rural population (percent growth rate per annum),,,-1.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2015,Urban population (percent),,,92.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2015,Urban population (percent growth rate per annum),,,2.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2015,Rural population (percent growth rate per annum),,,-2.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
796,Turks and Caicos Islands,2018,Urban population (percent),,,93.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2005,Urban population (percent),,,49.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2005,Urban population (percent growth rate per annum),,,2.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2005,Rural population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2010,Urban population (percent),,,54.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2010,Urban population (percent growth rate per annum),,,2.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2010,Rural population (percent growth rate per annum),,,-1.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2015,Urban population (percent),,,59.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2015,Urban population (percent growth rate per annum),,,2.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2015,Rural population (percent growth rate per annum),,,-1.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2018,Urban population (percent),,,62.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
798,Tuvalu,2018,Capital city population (thousands),Funafuti,,7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2005,Urban population (percent),,,17,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2005,Urban population (percent growth rate per annum),,,6.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2005,Rural population (percent growth rate per annum),,,2.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2005,Capital city population (thousands),Kampala,,1576,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2005,Capital city population (as a percentage of total population),Kampala,,5.5,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2005,Capital city population (as a percentage of total urban population),Kampala,,32.6,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
