Region/Country/Area,,Year,Series,Value,Footnotes,Source,
682,Saudi Arabia,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),4839,"Saudi Arabia's reporting to the OECD on its development co-operation programme consists of aggregate figures on humanitarian and development assistance by region, multilateral aid and loan disbursements and repayments by the Saudi Fund for Development.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
682,Saudi Arabia,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),2069,"Saudi Arabia's reporting to the OECD on its development co-operation programme consists of aggregate figures on humanitarian and development assistance by region, multilateral aid and loan disbursements and repayments by the Saudi Fund for Development.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
682,Saudi Arabia,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),1626,"Estimate.;Saudi Arabia's reporting to the OECD on its development co-operation programme consists of aggregate figures on humanitarian and development assistance by region, multilateral aid and loan disbursements and repayments by the Saudi Fund for Development.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),57,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),74,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),85,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),138,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),116,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),140,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
703,Slovakia,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.09,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
703,Slovakia,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),35,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),59,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),63,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),84,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),88,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),90,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
705,Slovenia,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.11,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.13,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
705,Slovenia,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.15,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),169,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),1348,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),3018,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),5949,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),1397,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),2590,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),2709,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),2722,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
724,Spain,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.24,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.27,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.43,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
724,Spain,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.12,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),566,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),840,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),1704,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),3362,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),4533,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),7089,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),6000,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),5205,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),6261,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
752,Sweden,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.78,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.86,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.77,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.94,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.97,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
752,Sweden,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),1.4,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),104,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),303,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),1084,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),1772,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),2300,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),3529,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),3097,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),3095,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),3722,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
756,Switzerland,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.18,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.31,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.33,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.42,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.39,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
756,Switzerland,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.51,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
764,Thailand,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
764,Thailand,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),62,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
764,Thailand,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),134,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
764,Thailand,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),144,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
764,Thailand,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
764,Thailand,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.02,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
626,Timor-Leste,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),107,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),601,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),967,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),3919,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),8612,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),8667,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),8003,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.06,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.17,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.13,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
792,Turkey,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),1998,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),366,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),243,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),510,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),414,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),4381,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),4116,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),2490,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),1615,"Estimate.;Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.14,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
784,United Arab Emirates,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),1.18,"Data reported at activity level, represent flows from all government agencies.","Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),904,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),1530,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),3202,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),10772,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),13053,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),18553,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),19462,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),19354,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),19245,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
826,United Kingdom,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.38,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.33,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.29,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.47,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.57,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
826,United Kingdom,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.7,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),4161,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),9403,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),7367,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),27935,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),29656,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),30986,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),33787,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),32981,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),35124,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
840,United States of America,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.27,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.24,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.23,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
840,United States of America,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.2,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
