Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
706,Somalia,2010,Total refugees and people in refugee-like situations (number),1937,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2010,"Asylum seekers, including pending cases (number)",24111,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2010,Other of concern to UNHCR (number),1463780,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2010,Total population of concern to UNHCR (number),1489828,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2015,International migrant stock: Both sexes (number),40990,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2015,International migrant stock: Both sexes (% total population),0.3,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2015,International migrant stock: Male (% total Population),0.3,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2015,International migrant stock: Female (% total Population),0.3,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2015,Total refugees and people in refugee-like situations (number),3582,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2015,"Asylum seekers, including pending cases (number)",9320,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2015,Other of concern to UNHCR (number),1152073,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2015,Total population of concern to UNHCR (number),1164975,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2020,International migrant stock: Both sexes (number),58590,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2020,International migrant stock: Both sexes (% total population),0.4,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2020,International migrant stock: Male (% total Population),0.4,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2020,International migrant stock: Female (% total Population),0.3,Estimate.,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
706,Somalia,2020,Total refugees and people in refugee-like situations (number),14732,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2020,"Asylum seekers, including pending cases (number)",15263,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2020,Other of concern to UNHCR (number),2671806,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
706,Somalia,2020,Total population of concern to UNHCR (number),2701801,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2005,International migrant stock: Both sexes (number),1351031,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2005,International migrant stock: Both sexes (% total population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2005,International migrant stock: Male (% total Population),3.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2005,International migrant stock: Female (% total Population),2.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2005,Total refugees and people in refugee-like situations (number),29714,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2005,"Asylum seekers, including pending cases (number)",140095,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2005,Other of concern to UNHCR (number),100,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2005,Total population of concern to UNHCR (number),169909,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2010,International migrant stock: Both sexes (number),2114801,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2010,International migrant stock: Both sexes (% total population),4.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2010,International migrant stock: Male (% total Population),4.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2010,International migrant stock: Female (% total Population),3.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2010,Total refugees and people in refugee-like situations (number),57899,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2010,"Asylum seekers, including pending cases (number)",171702,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2010,Other of concern to UNHCR (number),134,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2010,Total population of concern to UNHCR (number),229735,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2015,International migrant stock: Both sexes (number),3231728,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2015,International migrant stock: Both sexes (% total population),5.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2015,International migrant stock: Male (% total Population),6.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2015,International migrant stock: Female (% total Population),5.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2015,Total refugees and people in refugee-like situations (number),114512,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2015,"Asylum seekers, including pending cases (number)",798080,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2015,Total population of concern to UNHCR (number),912592,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2020,International migrant stock: Both sexes (number),2860495,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2020,International migrant stock: Both sexes (% total population),4.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2020,International migrant stock: Male (% total Population),5.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2020,International migrant stock: Female (% total Population),4.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
710,South Africa,2020,Total refugees and people in refugee-like situations (number),78398,All data refer to end-2019.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2020,"Asylum seekers, including pending cases (number)",188296,All data refer to end-2019.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
710,South Africa,2020,Total population of concern to UNHCR (number),266694,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2010,International migrant stock: Both sexes (number),230732,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2010,International migrant stock: Both sexes (% total population),2.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2010,International migrant stock: Male (% total Population),2.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2010,International migrant stock: Female (% total Population),2.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2015,International migrant stock: Both sexes (number),844112,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2015,International migrant stock: Both sexes (% total population),7.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2015,International migrant stock: Male (% total Population),8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2015,International migrant stock: Female (% total Population),7.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2015,Total refugees and people in refugee-like situations (number),265887,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2015,"Asylum seekers, including pending cases (number)",632,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2015,Other of concern to UNHCR (number),1792014,"Internally displaced persons (IDP) figure in South Sudan includes 105,000 people who are in an IDP-like situation.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2015,Total population of concern to UNHCR (number),2058533,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2020,International migrant stock: Both sexes (number),882252,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2020,International migrant stock: Both sexes (% total population),7.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2020,International migrant stock: Male (% total Population),7.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2020,International migrant stock: Female (% total Population),7.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
728,South Sudan,2020,Total refugees and people in refugee-like situations (number),302137,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2020,"Asylum seekers, including pending cases (number)",3787,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2020,Other of concern to UNHCR (number),1785030,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
728,South Sudan,2020,Total population of concern to UNHCR (number),2090954,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2005,International migrant stock: Both sexes (number),4107226,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2005,International migrant stock: Both sexes (% total population),9.3,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2005,International migrant stock: Male (% total Population),9.9,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2005,International migrant stock: Female (% total Population),8.8,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2005,Total refugees and people in refugee-like situations (number),5374,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2005,Other of concern to UNHCR (number),27,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2005,Total population of concern to UNHCR (number),5401,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2010,International migrant stock: Both sexes (number),6280062,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2010,International migrant stock: Both sexes (% total population),13.4,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2010,International migrant stock: Male (% total Population),14,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2010,International migrant stock: Female (% total Population),12.8,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2010,Total refugees and people in refugee-like situations (number),3820,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2010,"Asylum seekers, including pending cases (number)",2712,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2010,Other of concern to UNHCR (number),31,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2010,Total population of concern to UNHCR (number),6563,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2015,International migrant stock: Both sexes (number),5891208,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2015,International migrant stock: Both sexes (% total population),12.6,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2015,International migrant stock: Male (% total Population),12.6,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2015,International migrant stock: Female (% total Population),12.7,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2015,Total refugees and people in refugee-like situations (number),5798,Data relates to the end of 2014.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2015,"Asylum seekers, including pending cases (number)",11020,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2015,Other of concern to UNHCR (number),440,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2015,Total population of concern to UNHCR (number),17258,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2020,International migrant stock: Both sexes (number),6842202,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2020,International migrant stock: Both sexes (% total population),14.6,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2020,International migrant stock: Male (% total Population),14.2,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2020,International migrant stock: Female (% total Population),15,"Including Canary Islands, Ceuta and Melilla.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
724,Spain,2020,Total refugees and people in refugee-like situations (number),81222,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2020,"Asylum seekers, including pending cases (number)",117975,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2020,Other of concern to UNHCR (number),4885,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
724,Spain,2020,Total population of concern to UNHCR (number),204082,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2005,International migrant stock: Both sexes (number),39526,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2005,International migrant stock: Both sexes (% total population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2005,International migrant stock: Male (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2005,International migrant stock: Female (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2005,Total refugees and people in refugee-like situations (number),106,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2005,"Asylum seekers, including pending cases (number)",121,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2005,Other of concern to UNHCR (number),351884,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2005,Total population of concern to UNHCR (number),352111,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2010,International migrant stock: Both sexes (number),38959,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2010,International migrant stock: Both sexes (% total population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2010,International migrant stock: Male (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2010,International migrant stock: Female (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2010,Total refugees and people in refugee-like situations (number),223,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2010,"Asylum seekers, including pending cases (number)",138,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2010,Other of concern to UNHCR (number),434903,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2010,Total population of concern to UNHCR (number),435264,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2015,International migrant stock: Both sexes (number),39706,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2015,International migrant stock: Both sexes (% total population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2015,International migrant stock: Male (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2015,International migrant stock: Female (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2015,Total refugees and people in refugee-like situations (number),848,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2015,"Asylum seekers, including pending cases (number)",461,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2015,Other of concern to UNHCR (number),50499,"The statistics of the remaining IDPs, while provided by the Government authorities at the district level, are being reviewed by the central authorities. Once this review has been concluded, the statistics will be changed accordingly.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2015,Total population of concern to UNHCR (number),51808,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2020,International migrant stock: Both sexes (number),40254,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2020,International migrant stock: Both sexes (% total population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2020,International migrant stock: Male (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2020,International migrant stock: Female (% total Population),0.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
144,Sri Lanka,2020,Total refugees and people in refugee-like situations (number),980,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2020,"Asylum seekers, including pending cases (number)",285,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2020,Other of concern to UNHCR (number),25320,"The total statelessness figure excludes 35 stateless persons of Rohingya ethnicity who are also counted as refugees or asylum-seekers from Myanmar, mainly from Rakhine State. UNHCR�s statistical reporting generally follows a methodology that reports only one legal status for each person of concern. However, due to the size of the stateless Rohingya population displaced from Myanmar, UNHCR considers it important to reflect the dual status of this population group as both displaced and stateless. This approach is being used for Sri Lanka for the first time in 2020.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
144,Sri Lanka,2020,Total population of concern to UNHCR (number),26585,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
275,State of Palestine,2005,International migrant stock: Both sexes (number),274520,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2005,International migrant stock: Both sexes (% total population),7.7,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2005,International migrant stock: Male (% total Population),6.9,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2005,International migrant stock: Female (% total Population),8.5,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2010,International migrant stock: Both sexes (number),273840,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2010,International migrant stock: Both sexes (% total population),6.8,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2010,International migrant stock: Male (% total Population),6.1,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2010,International migrant stock: Female (% total Population),7.5,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2015,International migrant stock: Both sexes (number),273163,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2015,International migrant stock: Both sexes (% total population),6,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2015,International migrant stock: Male (% total Population),5.4,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2015,International migrant stock: Female (% total Population),6.7,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2015,Other of concern to UNHCR (number),3,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
275,State of Palestine,2015,Total population of concern to UNHCR (number),3,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
275,State of Palestine,2020,International migrant stock: Both sexes (number),272784,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2020,International migrant stock: Both sexes (% total population),5.3,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2020,International migrant stock: Male (% total Population),4.8,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
275,State of Palestine,2020,International migrant stock: Female (% total Population),5.9,Including East Jerusalem.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2005,International migrant stock: Both sexes (number),546419,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2005,International migrant stock: Both sexes (% total population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2005,International migrant stock: Male (% total Population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2005,International migrant stock: Female (% total Population),1.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2005,Total refugees and people in refugee-like situations (number),147256,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2005,"Asylum seekers, including pending cases (number)",4425,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2005,Other of concern to UNHCR (number),878067,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2005,Total population of concern to UNHCR (number),1029748,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2010,International migrant stock: Both sexes (number),618709,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
