Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
710,South Africa,2018,Current health expenditure (% of GDP),8.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
710,South Africa,2000,Domestic general government health expenditure (% of total government expenditure),10.9,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
710,South Africa,2005,Domestic general government health expenditure (% of total government expenditure),9.8,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
710,South Africa,2010,Domestic general government health expenditure (% of total government expenditure),12.4,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
710,South Africa,2016,Domestic general government health expenditure (% of total government expenditure),13.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
710,South Africa,2017,Domestic general government health expenditure (% of total government expenditure),13.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
710,South Africa,2018,Domestic general government health expenditure (% of total government expenditure),13.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
728,South Sudan,2017,Current health expenditure (% of GDP),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
728,South Sudan,2018,Current health expenditure (% of GDP),6.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
728,South Sudan,2017,Domestic general government health expenditure (% of total government expenditure),2.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
728,South Sudan,2018,Domestic general government health expenditure (% of total government expenditure),2.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2000,Current health expenditure (% of GDP),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2005,Current health expenditure (% of GDP),7.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2010,Current health expenditure (% of GDP),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2016,Current health expenditure (% of GDP),9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2017,Current health expenditure (% of GDP),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2018,Current health expenditure (% of GDP),9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2000,Domestic general government health expenditure (% of total government expenditure),12.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2005,Domestic general government health expenditure (% of total government expenditure),14.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2010,Domestic general government health expenditure (% of total government expenditure),14.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2016,Domestic general government health expenditure (% of total government expenditure),15.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2017,Domestic general government health expenditure (% of total government expenditure),15.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
724,Spain,2018,Domestic general government health expenditure (% of total government expenditure),15.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2000,Current health expenditure (% of GDP),4.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2005,Current health expenditure (% of GDP),4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2010,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2016,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2017,Current health expenditure (% of GDP),3.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2018,Current health expenditure (% of GDP),3.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2000,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2005,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2010,Domestic general government health expenditure (% of total government expenditure),7.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2016,Domestic general government health expenditure (% of total government expenditure),8.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2017,Domestic general government health expenditure (% of total government expenditure),8.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
144,Sri Lanka,2018,Domestic general government health expenditure (% of total government expenditure),8.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
729,Sudan,2000,Current health expenditure (% of GDP),3.6,Data revision.,Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
729,Sudan,2005,Current health expenditure (% of GDP),4.1,Data revision.,Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
729,Sudan,2010,Current health expenditure (% of GDP),5.1,Data revision.,Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
729,Sudan,2016,Current health expenditure (% of GDP),6.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
729,Sudan,2017,Current health expenditure (% of GDP),6.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
729,Sudan,2018,Current health expenditure (% of GDP),4.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
729,Sudan,2000,Domestic general government health expenditure (% of total government expenditure),11.8,Data revision.,Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
729,Sudan,2005,Domestic general government health expenditure (% of total government expenditure),8.1,Data revision.,Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
729,Sudan,2010,Domestic general government health expenditure (% of total government expenditure),9.5,Data revision.,Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
729,Sudan,2016,Domestic general government health expenditure (% of total government expenditure),13.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
729,Sudan,2017,Domestic general government health expenditure (% of total government expenditure),8.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
729,Sudan,2018,Domestic general government health expenditure (% of total government expenditure),6.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2000,Current health expenditure (% of GDP),6.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2005,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2010,Current health expenditure (% of GDP),5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2016,Current health expenditure (% of GDP),6.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2017,Current health expenditure (% of GDP),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2018,Current health expenditure (% of GDP),8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2000,Domestic general government health expenditure (% of total government expenditure),11.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2005,Domestic general government health expenditure (% of total government expenditure),10.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2010,Domestic general government health expenditure (% of total government expenditure),9.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2016,Domestic general government health expenditure (% of total government expenditure),14,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2017,Domestic general government health expenditure (% of total government expenditure),11.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
740,Suriname,2018,Domestic general government health expenditure (% of total government expenditure),16.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2000,Current health expenditure (% of GDP),7.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2005,Current health expenditure (% of GDP),8.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2010,Current health expenditure (% of GDP),8.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2016,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2017,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2018,Current health expenditure (% of GDP),10.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2000,Domestic general government health expenditure (% of total government expenditure),11.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2005,Domestic general government health expenditure (% of total government expenditure),12.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2010,Domestic general government health expenditure (% of total government expenditure),13.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2016,Domestic general government health expenditure (% of total government expenditure),18.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2017,Domestic general government health expenditure (% of total government expenditure),18.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
752,Sweden,2018,Domestic general government health expenditure (% of total government expenditure),18.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2000,Current health expenditure (% of GDP),9.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2005,Current health expenditure (% of GDP),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2010,Current health expenditure (% of GDP),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2016,Current health expenditure (% of GDP),11.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2017,Current health expenditure (% of GDP),11.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2018,Current health expenditure (% of GDP),11.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2000,Domestic general government health expenditure (% of total government expenditure),7.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2005,Domestic general government health expenditure (% of total government expenditure),9.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2010,Domestic general government health expenditure (% of total government expenditure),10.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2016,Domestic general government health expenditure (% of total government expenditure),10.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2017,Domestic general government health expenditure (% of total government expenditure),11,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
756,Switzerland,2018,Domestic general government health expenditure (% of total government expenditure),11,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
760,Syrian Arab Republic,2000,Current health expenditure (% of GDP),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
760,Syrian Arab Republic,2005,Current health expenditure (% of GDP),4.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
760,Syrian Arab Republic,2010,Current health expenditure (% of GDP),3.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
760,Syrian Arab Republic,2000,Domestic general government health expenditure (% of total government expenditure),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
760,Syrian Arab Republic,2005,Domestic general government health expenditure (% of total government expenditure),7.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
760,Syrian Arab Republic,2010,Domestic general government health expenditure (% of total government expenditure),5.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2000,Current health expenditure (% of GDP),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2005,Current health expenditure (% of GDP),5.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2010,Current health expenditure (% of GDP),5.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2016,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2017,Current health expenditure (% of GDP),7.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2018,Current health expenditure (% of GDP),7.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2000,Domestic general government health expenditure (% of total government expenditure),4.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2005,Domestic general government health expenditure (% of total government expenditure),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2010,Domestic general government health expenditure (% of total government expenditure),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2016,Domestic general government health expenditure (% of total government expenditure),5.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2017,Domestic general government health expenditure (% of total government expenditure),5.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
762,Tajikistan,2018,Domestic general government health expenditure (% of total government expenditure),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2000,Current health expenditure (% of GDP),3.1,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2005,Current health expenditure (% of GDP),3.2,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2010,Current health expenditure (% of GDP),3.4,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2016,Current health expenditure (% of GDP),3.8,Data revision.,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
764,Thailand,2017,Current health expenditure (% of GDP),3.8,Data revision.,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
764,Thailand,2018,Current health expenditure (% of GDP),3.8,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2000,Domestic general government health expenditure (% of total government expenditure),12.7,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2005,Domestic general government health expenditure (% of total government expenditure),13.1,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2010,Domestic general government health expenditure (% of total government expenditure),14.4,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
764,Thailand,2016,Domestic general government health expenditure (% of total government expenditure),15.1,Data revision.,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
764,Thailand,2017,Domestic general government health expenditure (% of total government expenditure),15,Data revision.,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
764,Thailand,2018,Domestic general government health expenditure (% of total government expenditure),15,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2005,Current health expenditure (% of GDP),1.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2010,Current health expenditure (% of GDP),1.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2016,Current health expenditure (% of GDP),4.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2017,Current health expenditure (% of GDP),4.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2018,Current health expenditure (% of GDP),4.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2005,Domestic general government health expenditure (% of total government expenditure),3.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2010,Domestic general government health expenditure (% of total government expenditure),2.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2016,Domestic general government health expenditure (% of total government expenditure),3.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2017,Domestic general government health expenditure (% of total government expenditure),5.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
626,Timor-Leste,2018,Domestic general government health expenditure (% of total government expenditure),5.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2000,Current health expenditure (% of GDP),3.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2005,Current health expenditure (% of GDP),4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2010,Current health expenditure (% of GDP),5.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2016,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2017,Current health expenditure (% of GDP),6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2018,Current health expenditure (% of GDP),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2000,Domestic general government health expenditure (% of total government expenditure),2.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2005,Domestic general government health expenditure (% of total government expenditure),3.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2010,Domestic general government health expenditure (% of total government expenditure),7.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2016,Domestic general government health expenditure (% of total government expenditure),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2017,Domestic general government health expenditure (% of total government expenditure),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
768,Togo,2018,Domestic general government health expenditure (% of total government expenditure),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2000,Current health expenditure (% of GDP),2.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2005,Current health expenditure (% of GDP),4.2,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2010,Current health expenditure (% of GDP),4.7,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2016,Current health expenditure (% of GDP),5.1,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2017,Current health expenditure (% of GDP),5.1,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2018,Current health expenditure (% of GDP),5.1,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2000,Domestic general government health expenditure (% of total government expenditure),11.4,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2005,Domestic general government health expenditure (% of total government expenditure),10.6,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2010,Domestic general government health expenditure (% of total government expenditure),9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2016,Domestic general government health expenditure (% of total government expenditure),7.3,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2017,Domestic general government health expenditure (% of total government expenditure),7.2,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
776,Tonga,2018,Domestic general government health expenditure (% of total government expenditure),7.5,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2000,Current health expenditure (% of GDP),4.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2005,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2010,Current health expenditure (% of GDP),5.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2016,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2017,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2018,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2000,Domestic general government health expenditure (% of total government expenditure),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2005,Domestic general government health expenditure (% of total government expenditure),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2010,Domestic general government health expenditure (% of total government expenditure),8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2016,Domestic general government health expenditure (% of total government expenditure),9.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2017,Domestic general government health expenditure (% of total government expenditure),11.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
780,Trinidad and Tobago,2018,Domestic general government health expenditure (% of total government expenditure),11,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2000,Current health expenditure (% of GDP),5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2005,Current health expenditure (% of GDP),5.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2010,Current health expenditure (% of GDP),5.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2016,Current health expenditure (% of GDP),7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2017,Current health expenditure (% of GDP),7.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2018,Current health expenditure (% of GDP),7.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2000,Domestic general government health expenditure (% of total government expenditure),10.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2005,Domestic general government health expenditure (% of total government expenditure),11.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2010,Domestic general government health expenditure (% of total government expenditure),13,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2016,Domestic general government health expenditure (% of total government expenditure),13.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2017,Domestic general government health expenditure (% of total government expenditure),13.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
788,Tunisia,2018,Domestic general government health expenditure (% of total government expenditure),13.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
792,Turkey,2000,Current health expenditure (% of GDP),4.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
